pdb_id,resolution,year,binding_str,pK,has_protein,has_ligand,has_both
2zmm,2.1,2008,Ki=25nM,7.6,True,True,True
5iyy,1.6,2017,Kd=17uM,4.77,True,True,True
2xys,1.91,2011,Ki=38nM,7.42,True,True,True
2qtn,2.4,2008,Kd=382uM,3.42,True,True,True
4u5n,2.31,2015,Kd=3.3mM,5.48,True,True,True
2qrl,1.6,2007,Ki=100uM,4.0,True,True,True
1drv,2.2,1997,Kd=0.29uM,6.54,True,True,True
5nkb,1.5,2017,Kd=0.76nM,9.12,True,True,True
2o4n,2.0,2006,Kd=15nM,7.82,True,True,True
3gc5,1.4,2009,Ki=55nM,7.26,True,True,True
3n3g,1.6,2010,Ki=58nM,7.24,True,True,True
4hws,1.7,2013,Ki=0.8nM,9.1,True,True,True
6p9e,2.0,2019,Kd=67.6nM,7.17,True,True,True
2qbw,1.8,2008,Kd=56nM,7.25,True,True,True
1tcx,2.3,1996,Ki=112nM,6.95,True,True,True
3gt9,1.7,2010,Ki=0.11mM,6.96,True,True,True
4omj,1.6,2015,Kd=5.44uM,5.26,True,True,True
1d6v,2.0,2000,Kd=670nM,6.17,True,True,True
1ado,1.9,1997,Kd=1uM,6.0,True,True,True
1r1j,2.35,2004,Ki=2.3nM,8.64,True,True,True
2fqt,1.79,2006,Ki=0.72uM,6.14,True,True,True
4der,1.9,2012,Kd=0.49uM,6.31,True,True,True
5j6m,1.64,2017,Kd=2.7nM,8.57,True,True,True
3qfy,2.3,2011,Ki=0.75uM,6.12,True,True,True
4oc3,1.79,2014,Ki=5.3nM,8.28,True,True,True
5aoi,1.78,2015,Kd=940uM,3.03,True,True,True
2rkg,1.8,2008,Ki=8.2nM,8.09,True,True,True
6d17,1.45,2019,Ki=15.3uM,4.82,True,True,True
3d51,1.43,2008,Ki=70uM,4.15,True,True,True
3l4u,1.9,2010,Ki=0.03uM,7.52,True,True,True
4ovg,1.9,2014,Ki=204uM,3.69,True,True,True
6gvz,1.54,2018,Kd=0.4uM,6.4,True,True,True
4whs,1.35,2014,Kd=75uM,4.12,True,True,True
4pnu,1.9,2014,Kd=13uM,4.89,True,True,True
1mmq,1.9,1996,Ki=0.03uM,7.52,True,True,True
3nee,1.55,2010,Kd=4.6uM,5.34,True,True,True
1lnm,1.9,2003,Kd=2.0nM,8.7,True,True,True
6ny0,1.4,2019,Ki=4.0uM,5.4,True,True,True
4x6m,2.4,2015,Ki=5.8nM,8.24,True,True,True
4bqg,1.9,2013,Kd=0.60uM,6.22,True,True,True
2zjw,2.4,2009,Ki=0.02uM,7.7,True,True,True
1mai,1.9,1996,Kd=210nM,6.68,True,True,True
5vc3,1.97,2017,Kd=77.5nM,7.11,True,True,True
5egu,2.21,2016,Kd=1.4uM,5.85,True,True,True
5ito,2.35,2016,Kd=68.9uM,4.16,True,True,True
4psb,1.42,2014,Kd=23uM,4.64,True,True,True
5ta2,1.48,2017,Kd=11nM,7.96,True,True,True
4clj,1.66,2014,Ki=0.70nM,9.15,True,True,True
3g0w,1.95,2009,Ki=0.3nM,9.52,True,True,True
6nwl,1.6,2019,Ki=43nM,7.37,True,True,True
2v59,2.4,2009,Kd=18nM,7.74,True,True,True
4q7w,1.45,2015,Ki=2300uM,2.64,True,True,True
6chp,1.94,2018,Kd=0.075nM,10.12,True,True,True
4cpz,2.2,2014,Ki=20.85nM,7.68,True,True,True
6gue,1.99,2018,Kd=4nM,8.4,True,True,True
5ayt,1.4,2016,Ki=0.17uM,6.77,True,True,True
6ggb,1.32,2019,Kd=4.1uM,5.39,True,True,True
5dw2,1.12,2016,Kd=1.44uM,5.84,True,True,True
4aoi,1.9,2012,Ki=0.004uM,8.4,True,True,True
3zps,1.55,2013,Ki=5.0nM,8.3,True,True,True
2ewa,2.1,2006,Kd=11.5nM,7.94,True,True,True
1y1z,1.5,2005,Ki=0.831mM,6.08,True,True,True
1c88,1.8,2000,Ki=5.1uM,5.29,True,True,True
4jpy,2.13,2013,Kd=37uM,4.43,True,True,True
1gyx,1.35,2002,Ki=3.3mM,5.48,True,True,True
3t01,1.6,2011,Ki=33uM,4.48,True,True,True
2ylc,1.3,2011,Kd=13nM,7.89,True,True,True
5meh,0.95,2016,Kd=481nM,6.32,True,True,True
4bcp,2.26,2013,Ki=568nM,6.25,True,True,True
4sga,1.8,1991,Ki=50nM,7.3,True,True,True
4pp5,2.0,2014,Kd=18nM,7.74,True,True,True
4i7m,1.48,2013,Kd=72uM,4.14,True,True,True
3q44,1.8,2011,Ki=490nM,6.31,True,True,True
3i3b,2.2,2010,Ki=5.9mM,5.23,True,True,True
4m0e,2.0,2013,Ki=0.6uM,6.22,True,True,True
1ebz,2.01,2002,Ki=0.40nM,9.4,True,True,True
2v57,1.9,2009,Kd=79nM,7.1,True,True,True
1rnm,2.0,1996,Ki=844.2uM,3.07,True,True,True
3ujc,1.19,2011,Kd=26uM,4.59,True,True,True
6fa4,2.02,2018,Kd=0.051uM,7.29,True,True,True
1dzk,1.48,2000,Kd=0.8uM,6.1,True,True,True
3zdv,1.41,2013,Kd=3.3uM,5.48,True,True,True
2ojj,2.4,2007,Ki=2nM,8.7,True,True,True
5lli,2.4,2016,Kd=90nM,7.05,True,True,True
5k03,1.81,2016,Kd=18uM,4.74,True,True,True
1b5h,1.9,1998,Kd=0.97uM,6.01,True,True,True
1siv,2.5,1994,Ki=8.4nM,8.08,True,True,True
6e6m,1.55,2019,Ki=1786.5nM,5.75,True,True,True
6g9i,2.19,2018,Kd=118uM,3.93,True,True,True
3nuo,1.35,2010,Ki=0.16nM,9.8,True,True,True
2doo,2.43,2006,Kd=67nM,7.17,True,True,True
1wur,1.82,2005,Ki=0.22uM,6.66,True,True,True
5n3y,1.34,2017,Kd=9.32uM,5.03,True,True,True
3vhd,1.52,2012,Kd=0.52nM,9.28,True,True,True
6ma3,2.0,2018,Kd=0.005uM,8.3,True,True,True
3f6g,2.0,2009,Ki=19uM,4.72,True,True,True
1zp8,2.02,2005,Ki=1.7nM,8.77,True,True,True
1bp0,2.4,2000,Kd=4.0uM,5.4,True,True,True
1i37,2.0,2001,Ki=0.27nM,9.57,True,True,True
5kby,2.24,2016,Ki=1.5nM,8.82,True,True,True
3dd8,1.9,2008,Ki=14nM,7.85,True,True,True
2uy3,1.9,2007,Ki=600uM,3.22,True,True,True
6n0k,1.46,2019,Kd=8.6uM,5.07,True,True,True
4u5s,2.12,2015,Kd=3.9mM,5.41,True,True,True
5nzf,1.75,2018,Ki=94000nM,4.03,True,True,True
3tf6,2.35,2011,Kd=0.40uM,6.4,True,True,True
1mu6,1.99,2004,Ki=4.2nM,8.38,True,True,True
3ryv,1.2,2011,Kd=86nM,7.07,True,True,True
2b7d,2.24,2006,Ki=2nM,8.7,True,True,True
3f3c,2.1,2008,Ki=950nM,6.02,True,True,True
6cwh,2.0,2018,Kd=29nM,7.54,True,True,True
2bqv,2.1,2005,Ki=9nM,8.05,True,True,True
4j22,2.12,2013,Kd=18nM,7.74,True,True,True
5uov,1.33,2017,Ki=0.025nM,10.6,True,True,True
4fs4,1.74,2012,Ki=270nM,6.57,True,True,True
2r75,1.4,2008,Kd=714nM,6.15,True,True,True
4nvp,2.5,2014,Kd=27nM,7.57,True,True,True
6hrq,1.85,2018,Kd=81.7nM,7.09,True,True,True
3a2o,0.88,2010,Ki=0.83nM,9.08,True,True,True
1hih,2.2,1995,Ki=9nM,8.05,True,True,True
2dw7,2.5,2006,Ki=20uM,4.7,True,True,True
2x7t,1.89,2010,Ki=232nM,6.63,True,True,True
5i29,1.21,2016,Kd=15nM,7.82,True,True,True
5mge,1.95,2017,Kd=87uM,4.06,True,True,True
4luz,1.9,2013,Kd=20uM,4.7,True,True,True
4eo8,1.8,2012,Kd=7nM,8.15,True,True,True
4dff,2.11,2012,Ki=35nM,7.46,True,True,True
4ngn,1.64,2014,Ki=28.1nM,7.55,True,True,True
5j2x,1.22,2017,Kd=18nM,7.74,True,True,True
5ost,2.1,2018,Kd=27.3uM,4.56,True,True,True
1xug,1.5,1998,Ki=0.09uM,7.05,True,True,True
3jzh,2.05,2009,Kd=400uM,3.4,True,True,True
6d3q,2.24,2019,Ki=3.4nM,8.47,True,True,True
5otc,2.2,2017,Kd=19.3uM,4.71,True,True,True
3uev,1.9,2011,Kd=1.29uM,5.89,True,True,True
5ovx,2.1,2017,Kd=31.4uM,4.5,True,True,True
5jhk,1.8,2017,Kd=23uM,4.64,True,True,True
2vw1,2.39,2008,Ki=0.3mM,6.52,True,True,True
3gm0,2.4,2009,Kd=17nM,7.77,True,True,True
4bf6,1.82,2014,Ki=4.5nM,8.35,True,True,True
3cda,2.07,2008,Kd=26.3nM,7.58,True,True,True
2pym,1.9,2008,Kd=150nM,6.82,True,True,True
6hq7,2.46,2019,Kd=0.769uM,6.11,True,True,True
3dri,1.8,2009,Kd=37.7uM,4.42,True,True,True
1bn4,2.1,1999,Kd=0.49nM,9.31,True,True,True
2uwo,1.75,2007,Ki=2nM,8.7,True,True,True
5aa9,1.93,2016,Ki=6.4nM,8.19,True,True,True
2jkh,1.25,2009,Ki=9nM,8.05,True,True,True
2e7f,2.2,2007,Kd=0.79uM,6.1,True,True,True
4w9d,2.2,2014,Kd=10.2uM,4.99,True,True,True
3evd,1.5,2009,Kd=124nM,6.91,True,True,True
3coy,2.03,2008,Kd=0.96uM,6.02,True,True,True
1q91,1.6,2004,Ki=70uM,4.15,True,True,True
6g3q,1.01,2018,Ki=57.9nM,7.24,True,True,True
4ca6,1.91,2013,Ki=180nM,6.74,True,True,True
3sug,1.8,2012,Ki=620nM,6.21,True,True,True
5yjm,1.9,2017,Kd=21nM,7.68,True,True,True
4jkw,2.01,2013,Kd=69.9uM,4.16,True,True,True
6qge,1.16,2019,Kd=2.1uM,5.68,True,True,True
2qwd,2.0,1998,Ki=14uM,4.85,True,True,True
3f6e,1.34,2008,Kd=4.14mM,5.38,True,True,True
2cbz,1.5,2006,Kd=118uM,3.93,True,True,True
3a9i,1.8,2009,Ki=70.7uM,4.15,True,True,True
5d24,1.65,2016,Kd=5.8uM,5.24,True,True,True
3iod,1.75,2009,Kd=80uM,4.1,True,True,True
2amt,2.3,2006,Kd=36uM,4.44,True,True,True
3rlq,1.9,2011,Ki=40nM,7.4,True,True,True
3cj4,2.07,2008,Kd=0.31uM,6.51,True,True,True
2xdx,2.42,2010,Kd=0.35uM,6.46,True,True,True
3bug,2.5,2008,Kd=660uM,3.18,True,True,True
1np0,2.5,2003,Ki=270uM,3.57,True,True,True
1kav,2.35,2002,Ki=1.5uM,5.82,True,True,True
3n86,1.9,2011,Ki=2.3uM,5.64,True,True,True
1oe8,1.65,2003,Kd=3uM,5.52,True,True,True
3pe1,1.6,2011,Ki=0.223nM,9.65,True,True,True
2d3u,2.0,2006,Ki=0.12uM,6.92,True,True,True
4ca7,1.82,2013,Ki=44nM,7.36,True,True,True
1mtr,1.75,1996,Ki=4nM,8.4,True,True,True
2vw2,1.7,2008,Ki=0.5mM,6.3,True,True,True
4cmo,1.83,2014,Ki=0.85nM,9.07,True,True,True
4ocq,1.88,2014,Kd=24.7uM,4.61,True,True,True
6phx,2.0,2019,Kd=478.6uM,3.32,True,True,True
3uj9,1.24,2011,Kd=23.4uM,4.63,True,True,True
1s39,1.95,2004,Ki=20nM,7.7,True,True,True
5osl,1.95,2018,Kd=375uM,3.43,True,True,True
6i0z,1.77,2019,Kd=92uM,4.04,True,True,True
1m0q,2.0,2002,Ki=0.13mM,6.89,True,True,True
6eq5,1.8,2018,Kd=18uM,4.74,True,True,True
4iif,2.45,2013,Ki=6.6uM,5.18,True,True,True
6mu3,2.33,2018,Kd=0.7uM,6.15,True,True,True
6dyw,1.45,2019,Kd=0.036nM,10.44,True,True,True
6f92,1.9,2018,Ki=0.4uM,6.4,True,True,True
2pov,1.6,2007,Ki=75nM,7.12,True,True,True
1z6e,1.8,2006,Ki=0.19nM,9.72,True,True,True
6i14,1.73,2019,Kd=1.5uM,5.82,True,True,True
3nex,1.7,2010,Kd=1.0uM,6.0,True,True,True
2zq2,1.4,2009,Kd=276nM,6.56,True,True,True
5n2t,1.38,2017,Kd=8.40uM,5.08,True,True,True
5nxg,1.2,2018,Ki=2.8nM,8.55,True,True,True
5h1u,1.9,2017,Kd=0.31mM,6.51,True,True,True
3r24,2.0,2011,Kd=5.59uM,5.25,True,True,True
4bkt,2.35,2013,Kd=240uM,3.62,True,True,True
6r0v,1.6,2019,Ki=11uM,4.96,True,True,True
1ikt,1.75,2001,Kd=400uM,3.4,True,True,True
4q8x,1.55,2015,Ki=270uM,3.57,True,True,True
1dhi,1.9,1994,Kd=55nM,7.26,True,True,True
4cwp,1.95,2014,Ki=0.170uM,6.77,True,True,True
4pft,1.75,2014,Kd=2.3nM,8.64,True,True,True
1b5i,1.9,1999,Kd=90nM,7.05,True,True,True
5win,2.38,2018,Kd=94nM,7.03,True,True,True
1bnu,2.15,1999,Kd=0.20nM,9.7,True,True,True
5nwe,2.0,2018,Kd=13200nM,4.88,True,True,True
1d7j,1.85,1999,Kd=500uM,3.3,True,True,True
6gxg,1.6,2019,Kd=5.7uM,5.24,True,True,True
4dzy,2.1,2013,Kd=2.4uM,5.62,True,True,True
3ddf,1.2,2008,Ki=22uM,4.66,True,True,True
4mc9,1.19,2014,Ki=0.36nM,9.44,True,True,True
4i8x,2.23,2013,Kd=2.3mM,5.64,True,True,True
6dpy,1.91,2018,Ki=80uM,4.1,True,True,True
3fuz,1.65,2010,Ki=290nM,6.54,True,True,True
1pzp,1.45,2004,Ki=490uM,3.31,True,True,True
4yo8,2.1,2015,Ki=0.030nM,10.52,True,True,True
6css,1.7,2018,Kd=25nM,7.6,True,True,True
6ckr,1.62,2018,Kd=0.05uM,7.3,True,True,True
1ucn,2.0,2003,Kd=6.0uM,5.22,True,True,True
4ymh,1.88,2015,Kd=0.35uM,6.46,True,True,True
5d3n,2.15,2016,Kd=9.2uM,5.04,True,True,True
1xh4,2.45,2005,Kd=34nM,7.47,True,True,True
2zcs,2.03,2008,Ki=6nM,8.22,True,True,True
4bt5,1.1,2013,Ki=1.72mM,5.76,True,True,True
6i61,1.65,2019,Kd=569.0nM,6.24,True,True,True
5ivc,1.57,2016,Kd=1.2uM,5.92,True,True,True
4zei,2.3,2015,Kd=1.33uM,5.88,True,True,True
4yyt,1.07,2016,Kd=418.3nM,6.38,True,True,True
5mkr,1.87,2017,Ki=17uM,4.77,True,True,True
2fgv,1.5,2006,Kd=760nM,6.12,True,True,True
5kax,2.0,2016,Kd=0.78uM,6.11,True,True,True
4bcn,2.1,2013,Ki=12nM,7.92,True,True,True
4xxh,2.4,2015,Kd=10uM,5.0,True,True,True
3o75,2.3,2011,Kd=209nM,6.68,True,True,True
3ccz,1.7,2008,Kd=51.7nM,7.29,True,True,True
6cjr,1.8,2019,Ki=0.30nM,9.52,True,True,True
4ufh,2.16,2015,Ki=380nM,6.42,True,True,True
1utm,1.5,2004,Kd=0.972mM,6.01,True,True,True
5llh,1.9,2017,Kd=0.067nM,10.17,True,True,True
5a2i,1.88,2015,Kd=8.8uM,5.06,True,True,True
2nmz,0.97,2007,Ki=4.3nM,8.37,True,True,True
3ovn,1.95,2011,Kd=2.8mM,5.55,True,True,True
2zb1,2.5,2008,Kd=0.48uM,6.32,True,True,True
3c84,1.94,2008,Kd=14nM,7.85,True,True,True
4ek9,2.5,2012,Ki=38000nM,4.42,True,True,True
5lom,1.5,2016,Kd=74.1nM,7.13,True,True,True
1li3,1.85,2002,Kd=56uM,4.25,True,True,True
2d1o,2.02,2006,Ki=0.02uM,7.7,True,True,True
1ony,2.15,2003,Ki=0.17uM,6.77,True,True,True
5t9u,2.3,2017,Kd=25nM,7.6,True,True,True
4j48,2.1,2013,Ki=2.41uM,5.62,True,True,True
3g31,1.7,2009,Ki=1.3mM,5.89,True,True,True
1g4o,1.96,2000,Kd=5.6nM,8.25,True,True,True
2bq7,2.2,2006,Ki=89nM,7.05,True,True,True
1g2k,1.95,2001,Ki=11nM,7.96,True,True,True
1mfd,2.1,1994,Kd=4.9uM,5.31,True,True,True
3h5b,1.29,2009,Ki=0.099nM,10.0,True,True,True
1y0l,2.5,2005,Kd=1nM,9.0,True,True,True
1h0a,1.7,2002,Kd=3.6uM,5.44,True,True,True
3b24,1.7,2011,Kd=0.042mM,7.38,True,True,True
3vje,2.12,2012,Kd=9.7nM,8.01,True,True,True
2vpe,1.7,2008,Kd=11.4uM,4.94,True,True,True
4cpt,1.7,2014,Ki=20nM,7.7,True,True,True
1t7j,2.2,2005,Kd=2.0nM,8.7,True,True,True
2pwg,2.2,2007,Ki=15uM,4.82,True,True,True
2fzc,2.1,2006,Ki=1990uM,2.7,True,True,True
3p8n,1.9,2011,Ki=0.53nM,9.28,True,True,True
1oau,1.8,2004,Kd=20nM,7.7,True,True,True
3lq2,1.96,2010,Kd=5.97uM,5.22,True,True,True
2b07,2.1,2005,Ki=0.37uM,6.43,True,True,True
6gxb,1.35,2019,Ki=35nM,7.46,True,True,True
5xpi,2.2,2018,Kd=5.2uM,5.28,True,True,True
4z2b,1.8,2015,Ki=17.5nM,7.76,True,True,True
3f8f,2.2,2008,Kd=236nM,6.63,True,True,True
5izf,2.1,2016,Kd=0.18nM,9.74,True,True,True
3ivg,1.95,2009,Kd=50uM,4.3,True,True,True
6jb4,1.63,2019,Kd=1.04uM,5.98,True,True,True
4o9w,1.69,2014,Kd=69.91nM,7.16,True,True,True
3v2p,1.87,2013,Kd=0.44uM,6.36,True,True,True
6eq8,2.19,2018,Kd=0.010uM,8.0,True,True,True
3hkq,1.7,2009,Ki=4.55uM,5.34,True,True,True
4bb9,1.47,2013,Kd=1uM,6.0,True,True,True
2fw6,1.85,2006,Kd=1.2mM,5.92,True,True,True
4d3h,2.0,2014,Kd=0.37uM,6.43,True,True,True
2cbj,2.35,2006,Ki=5.4nM,8.27,True,True,True
5fcz,2.45,2016,Ki=63uM,4.2,True,True,True
4b32,1.5,2013,Kd=0.46mM,6.34,True,True,True
1xjd,2.0,2004,Ki=0.33nM,9.48,True,True,True
3oim,1.45,2011,Ki=180nM,6.74,True,True,True
4zvi,2.2,2015,Kd=0.47uM,6.33,True,True,True
5elw,1.4,2016,Ki=14nM,7.85,True,True,True
2h21,2.45,2006,Kd=0.29uM,6.54,True,True,True
6std,1.8,1999,Ki=2.3nM,8.64,True,True,True
6b97,1.76,2017,Ki=0.237uM,6.63,True,True,True
2y5f,1.29,2011,Ki=2nM,8.7,True,True,True
1m48,1.95,2002,Kd=8.2uM,5.09,True,True,True
5o1f,1.38,2018,Kd=30uM,4.52,True,True,True
6gzd,2.28,2018,Kd=9.8nM,8.01,True,True,True
6ce6,1.6,2018,Kd=8uM,5.1,True,True,True
2fqo,1.87,2006,Ki=0.37uM,6.43,True,True,True
2ya8,1.75,2011,Ki=1.77uM,5.75,True,True,True
3b4f,1.89,2008,Ki=7.2nM,8.14,True,True,True
5tfx,1.5,2017,Ki=60.9nM,7.22,True,True,True
3vbd,1.05,2012,Ki=8.6nM,8.07,True,True,True
2hzl,1.4,2007,Kd=270nM,6.57,True,True,True
3gcp,2.25,2009,Kd=15nM,7.82,True,True,True
6eya,2.1,2018,Kd=33nM,7.48,True,True,True
6elp,1.85,2018,Kd=236nM,6.63,True,True,True
4gkm,1.67,2013,Ki=6.8uM,5.17,True,True,True
4ks1,2.2,2013,Ki=1.5nM,8.82,True,True,True
3t60,2.4,2012,Ki=0.2uM,6.7,True,True,True
4kyk,2.0,2013,Ki=18uM,4.74,True,True,True
6oe0,1.3,2019,Ki=1.2nM,8.92,True,True,True
5twj,2.3,2017,Kd=5.58uM,5.25,True,True,True
4poh,2.3,2014,Kd=10nM,8.0,True,True,True
5tbe,2.44,2017,Kd=1.06nM,8.97,True,True,True
2h6b,2.2,2006,Kd=4.1uM,5.39,True,True,True
6oqd,1.48,2019,Ki=0.14nM,9.85,True,True,True
5kab,1.97,2017,Kd=21uM,4.68,True,True,True
1k1o,2.0,2001,Ki=675nM,6.17,True,True,True
2wjg,2.2,2009,Kd=0.08uM,7.1,True,True,True
4zv2,1.43,2016,Kd=1170uM,2.93,True,True,True
4q4o,1.35,2014,Kd=34.3nM,7.46,True,True,True
2xjj,1.9,2010,Kd=0.31uM,6.51,True,True,True
2vpn,1.55,2008,Kd=0.19uM,6.72,True,True,True
5igm,1.6,2016,Kd=41.7nM,7.38,True,True,True
5vja,2.46,2018,Ki=0.260uM,6.59,True,True,True
5upe,1.93,2017,Ki=9nM,8.05,True,True,True
2x6x,1.48,2011,Kd=210uM,3.68,True,True,True
4w9h,2.1,2014,Kd=0.185uM,6.73,True,True,True
4gj3,2.5,2013,Ki=1.4nM,8.85,True,True,True
5ti0,1.42,2017,Ki=61uM,4.21,True,True,True
6np3,1.15,2019,Kd=0.34uM,6.47,True,True,True
1a69,2.1,1998,Ki=5uM,5.3,True,True,True
1f0t,1.8,2000,Ki=1000nM,6.0,True,True,True
1nf8,1.6,2003,Kd=0.015uM,7.82,True,True,True
4o3c,1.5,2014,Ki=2.57mM,5.59,True,True,True
4m8y,2.22,2014,Ki=0.11nM,9.96,True,True,True
5oht,1.87,2018,Kd=0.96uM,6.02,True,True,True
3uu1,1.82,2012,Ki=6.3uM,5.2,True,True,True
6h8s,1.77,2018,Kd=37.7uM,4.42,True,True,True
5htz,1.95,2016,Ki=2.4nM,8.62,True,True,True
4qf9,2.28,2015,Ki=37.1uM,4.43,True,True,True
5wqc,1.96,2017,Ki=1.1nM,8.96,True,True,True
6gvf,2.5,2019,Ki=28nM,7.55,True,True,True
2rin,1.8,2008,Kd=100uM,4.0,True,True,True
6ift,1.9,2019,Kd=21uM,4.68,True,True,True
5m28,1.08,2017,Kd=48uM,4.32,True,True,True
3uo4,2.45,2012,Kd=299nM,6.52,True,True,True
5ttw,1.74,2017,Kd=1.1uM,5.96,True,True,True
3wzn,1.3,2015,Kd=0.10uM,7.0,True,True,True
2afx,1.64,2005,Ki=7.1uM,5.15,True,True,True
4azb,2.1,2013,Kd=57.69nM,7.24,True,True,True
6np4,1.15,2019,Kd=36uM,4.44,True,True,True
1j01,2.0,2002,Ki=0.34uM,6.47,True,True,True
5f63,1.45,2017,Kd=12nM,7.92,True,True,True
5vcv,1.92,2017,Kd=150nM,6.82,True,True,True
4ncn,1.87,2014,Kd=2.12uM,5.67,True,True,True
4xmb,2.43,2015,Kd=44nM,7.36,True,True,True
3oku,1.45,2011,Ki=440nM,6.36,True,True,True
4k6i,2.1,2013,Kd=0.629uM,6.2,True,True,True
5tkk,1.55,2018,Kd=5.29nM,8.28,True,True,True
5ota,2.1,2017,Kd=1.8uM,5.74,True,True,True
6ggf,1.32,2019,Kd=4.1uM,5.39,True,True,True
1yei,1.9,1999,Kd=35nM,7.46,True,True,True
3p2e,1.68,2010,Kd=0.6uM,6.22,True,True,True
5lyn,2.0,2017,Kd=9.04uM,5.04,True,True,True
6cdp,2.46,2018,Kd=1.64nM,8.79,True,True,True
6i8m,2.1,2019,Kd=0.016uM,7.8,True,True,True
2fpz,2.0,2006,Ki=110uM,3.96,True,True,True
3t2q,2.4,2012,Ki=0.22mM,6.66,True,True,True
5mwh,1.65,2018,Kd=1.8uM,5.74,True,True,True
6mlo,1.72,2019,Kd=0.8uM,6.1,True,True,True
2xn3,2.09,2011,Kd=1198nM,5.92,True,True,True
3ekp,2.15,2009,Kd=1.3nM,8.89,True,True,True
6j3p,1.6,2019,Kd=105nM,6.98,True,True,True
2wnj,1.8,2009,Kd=330nM,6.48,True,True,True
3udh,1.7,2012,Kd=1.4mM,5.85,True,True,True
2qpu,1.7,2008,Kd=0.25mM,6.6,True,True,True
4n07,1.87,2013,Kd=0.35uM,6.46,True,True,True
4in9,1.55,2013,Ki=10.7uM,4.97,True,True,True
4kz7,1.43,2014,Ki=3.2mM,5.49,True,True,True
4gzw,2.45,2012,Kd=30.0uM,4.52,True,True,True
4hp0,1.19,2013,Kd=0.76uM,6.12,True,True,True
4yha,2.2,2015,Ki=225nM,6.65,True,True,True
5acy,2.01,2015,Kd=6.4nM,8.19,True,True,True
4kni,1.8,2013,Kd=16.7nM,7.78,True,True,True
6q4e,1.06,2019,Kd=350uM,3.46,True,True,True
4us3,2.1,2014,Kd=4.8uM,5.32,True,True,True
5tya,1.5,2017,Kd=32.9uM,4.48,True,True,True
3u90,1.9,2012,Kd=24uM,4.62,True,True,True
6d16,1.4,2019,Ki=8.4uM,5.08,True,True,True
3v2n,1.8,2013,Kd=0.8uM,6.1,True,True,True
2fdp,2.5,2006,Ki=26nM,7.59,True,True,True
5aut,1.7,2015,Kd=6.7uM,5.17,True,True,True
4hdb,1.49,2013,Ki=8.9nM,8.05,True,True,True
1lbk,1.86,2002,Kd=668uM,3.18,True,True,True
6ftw,2.16,2019,Ki=0.32uM,6.49,True,True,True
6d18,1.35,2019,Ki=1.4uM,5.85,True,True,True
1o2q,1.5,2003,Ki=0.021uM,7.68,True,True,True
6j9y,1.63,2019,Kd=8.54uM,5.07,True,True,True
4q3t,2.14,2014,Kd=0.33uM,6.48,True,True,True
3wtn,2.09,2015,Kd=0.091uM,7.04,True,True,True
3exe,1.98,2008,Kd=0.11uM,6.96,True,True,True
6qqz,1.7,2019,Kd=0.18uM,6.74,True,True,True
2bt9,0.94,2005,Kd=0.64uM,6.19,True,True,True
6k3l,2.09,2019,Kd=60.1nM,7.22,True,True,True
4b9z,2.0,2012,Ki=81.4uM,4.09,True,True,True
2rka,1.95,2008,Ki=1mM,6.0,True,True,True
4jyt,2.0,2014,Ki=0.04uM,7.4,True,True,True
4ejl,2.44,2013,Kd=7.2uM,5.14,True,True,True
3juo,2.2,2009,Kd=8.55uM,5.07,True,True,True
3gbe,1.7,2009,Ki=10uM,5.0,True,True,True
3zm9,1.9,2013,Kd=38nM,7.42,True,True,True
3bkl,2.18,2008,Ki=0.679uM,6.17,True,True,True
4bck,2.05,2013,Ki=4nM,8.4,True,True,True
1z71,1.8,2005,Ki=0.66nM,9.18,True,True,True
2v2c,1.89,2008,Ki=0.39mM,6.41,True,True,True
5t8p,2.32,2017,Ki=1.28uM,5.89,True,True,True
6g29,1.7,2019,Kd=47uM,4.33,True,True,True
6g2b,1.61,2019,Kd=160uM,3.8,True,True,True
3su0,1.16,2012,Ki=162nM,6.79,True,True,True
4ezr,1.9,2013,Kd=6.3uM,5.2,True,True,True
4n7u,1.46,2014,Kd=0.51uM,6.29,True,True,True
1pr5,2.5,2003,Ki=120uM,3.92,True,True,True
6f9g,2.39,2018,Kd=2uM,5.7,True,True,True
5dpx,1.85,2017,Ki=35uM,4.46,True,True,True
1d09,2.1,2000,Ki=27nM,7.57,True,True,True
5dqf,2.15,2015,Kd=253uM,3.6,True,True,True
4oc2,1.65,2014,Ki=5.3nM,8.28,True,True,True
2jjb,1.9,2009,Ki=12nM,7.92,True,True,True
1xt8,2.0,2005,Kd=0.14uM,6.85,True,True,True
3fqe,2.5,2009,Ki=5nM,8.3,True,True,True
2rkd,1.9,2008,Ki=1.9mM,5.72,True,True,True
3rz0,1.8,2011,Kd=28nM,7.55,True,True,True
3f33,1.7,2009,Kd=0.46mM,6.34,True,True,True
1w9u,1.85,2004,Kd=0.81uM,6.09,True,True,True
4wkn,2.0,2015,Ki=0.19nM,9.72,True,True,True
1amk,1.83,1997,Ki=50uM,4.3,True,True,True
4n7m,2.12,2013,Kd=3.4uM,5.47,True,True,True
1vyf,1.85,2004,Kd=9nM,8.05,True,True,True
1ugx,1.6,2003,Kd=1.24uM,5.91,True,True,True
6g38,1.47,2018,Kd=239.2nM,6.62,True,True,True
5oss,1.7,2018,Kd=28.3uM,4.55,True,True,True
1zgi,2.2,2005,Ki=4.6uM,5.34,True,True,True
4oks,2.25,2014,Kd=33uM,4.48,True,True,True
